battle_id,date,pok1_id,pok2_id,pokemon_winner_id,trainer_winner_id,gym_id
1359,2025-05-12,453,233,453,4801,11
1360,2025-02-26,454,110,110,11364,19
1361,2025-01-23,454,228,454,11251,42
1362,2025-01-25,454,1029,1029,1901,34
1363,2025-01-10,455,92,92,7309,64
1364,2025-01-17,455,1060,1060,9793,23
1365,2025-10-06,455,1127,1127,4681,56
1366,2025-05-18,456,780,780,11371,61
1367,2025-06-22,456,1152,456,724,31
1368,2025-07-21,456,923,923,8140,42
1369,2025-10-02,457,771,771,3726,47
1370,2025-12-15,457,165,165,6781,13
1371,2025-03-10,457,233,457,2078,1
1372,2025-11-04,458,1148,458,6621,52
1373,2025-02-19,458,189,458,6621,30
1374,2025-05-19,458,1001,458,6621,49
1375,2025-02-21,459,1117,459,581,39
1376,2025-04-25,459,1102,459,581,19
1377,2025-06-09,459,746,459,581,30
1378,2025-03-29,460,876,876,8485,18
1379,2025-02-11,460,1056,1056,7146,14
1380,2025-12-02,460,139,139,7746,21
1381,2025-09-24,461,957,957,11386,46
1382,2025-07-21,461,332,461,9716,48
1383,2025-08-18,461,454,454,11251,41
1384,2025-05-24,462,219,462,1639,11
1385,2025-05-02,462,387,462,1639,19
1386,2025-10-13,462,338,462,1639,63
1387,2025-10-06,463,659,463,6617,24
1388,2025-03-03,463,1189,463,6617,60
1389,2025-02-23,463,841,463,6617,62
1390,2025-05-26,464,1129,464,11092,48
1391,2025-06-09,464,659,464,11092,66
1392,2025-02-17,464,965,464,11092,53
1393,2025-05-25,465,731,465,8205,52
1394,2025-11-27,465,1116,465,8205,26
1395,2025-11-28,465,956,465,8205,62
1396,2025-04-11,466,925,466,3243,53
1397,2025-04-22,466,724,466,3243,42
1398,2025-10-24,466,722,466,3243,30
1399,2025-08-20,467,226,467,7961,40
1400,2025-08-21,467,347,467,7961,30
1401,2025-01-24,467,578,467,7961,58
1402,2025-10-06,468,676,468,9352,35
1403,2025-02-16,468,699,468,9352,40
1404,2025-11-09,468,1112,468,9352,32
1405,2025-12-26,469,872,469,3289,53
1406,2025-06-11,469,332,469,3289,18
1407,2025-11-16,469,986,469,3289,11
1408,2025-07-21,470,131,470,10831,2
1409,2025-04-29,470,429,470,10831,52
1410,2025-08-12,470,939,470,10831,39
1411,2025-02-11,471,218,471,2604,8
1412,2025-01-28,471,83,471,2604,54
1413,2025-11-29,471,1165,471,2604,7
1414,2025-08-05,472,550,472,2013,26
1415,2025-05-01,472,1042,472,2013,53
1416,2025-02-26,472,280,472,2013,57
1417,2025-08-12,473,852,473,843,25
1418,2025-12-15,473,749,473,843,64
1419,2025-02-21,473,611,473,843,30
1420,2025-01-19,474,388,474,10757,41
1421,2025-05-11,474,804,474,10757,21
1422,2025-02-08,474,126,474,10757,21
1423,2025-07-05,475,598,598,668,1
1424,2025-10-10,475,881,475,372,61
1425,2025-10-03,475,712,475,372,22
1426,2025-11-14,476,227,476,6537,15
1427,2025-01-09,476,749,476,6537,17
1428,2025-01-17,476,619,476,6537,31
1429,2025-12-07,477,215,477,11174,68
1430,2025-05-27,477,672,477,11174,7
1431,2025-01-18,477,85,477,11174,33
1432,2025-08-19,478,566,478,2615,59
1433,2025-03-19,478,93,478,2615,59
1434,2025-05-13,478,90,478,2615,27
1435,2025-10-06,479,190,190,3363,66
1436,2025-02-21,479,220,479,10466,58
1437,2025-09-26,479,123,479,10466,32
1438,2025-10-02,480,900,480,7506,9
1439,2025-05-18,480,669,480,7506,51
1440,2025-03-16,480,732,480,7506,10
1441,2025-05-04,481,397,481,7016,24
1442,2025-10-07,481,393,481,7016,54
1443,2025-12-15,481,859,481,7016,9
1444,2025-06-30,482,861,861,2569,38
1445,2025-02-03,482,138,138,913,11
1446,2025-09-01,482,693,693,4694,49
1447,2025-10-11,483,656,483,5181,49
1448,2025-10-12,483,1134,1134,1116,66
1449,2025-12-27,483,841,483,5181,52
1450,2025-09-22,484,962,962,8481,57
1451,2025-12-03,484,317,484,3621,33
1452,2025-07-13,484,642,484,3621,24
1453,2025-02-18,485,106,106,6067,37
1454,2025-07-02,485,1170,1170,9880,4
1455,2025-02-23,485,35,35,3880,13
1456,2025-12-30,486,806,806,5699,45
1457,2025-05-22,486,928,928,3661,46
1458,2025-12-30,486,239,239,2649,5
1459,2025-04-03,487,822,487,9825,45
1460,2025-06-04,487,965,487,9825,50
1461,2025-05-05,487,482,487,9825,11
1462,2025-07-24,488,1167,1167,11652,48
1463,2025-10-28,488,502,502,6162,22
1464,2025-02-27,488,647,488,4427,14
1465,2025-04-27,489,222,489,4453,38
1466,2025-12-31,489,347,347,3470,65
1467,2025-09-04,489,22,489,4453,26
1468,2025-02-23,490,1021,490,4030,7
1469,2025-02-14,490,354,490,4030,10
1470,2025-07-28,490,135,490,4030,4
1471,2025-06-24,491,67,67,2590,20
1472,2025-12-02,491,966,966,1273,7
1473,2025-11-07,491,996,996,10832,66
1474,2025-06-02,492,885,492,298,62
1475,2025-03-25,492,63,63,9254,5
1476,2025-07-03,492,263,263,4914,48
1477,2025-04-13,493,702,493,4207,46
1478,2025-12-07,493,837,837,1758,25
1479,2025-07-04,493,695,695,10932,36
1480,2025-10-07,494,874,874,6561,43
1481,2025-12-16,494,597,597,2163,59
1482,2025-03-24,494,378,378,11452,32
1483,2025-08-15,495,679,495,6634,38
1484,2025-01-20,495,992,992,8133,32
1485,2025-10-11,495,99,495,6634,23
1486,2025-04-02,496,573,573,1518,18
1487,2025-11-28,496,354,354,9743,6
1488,2025-11-06,496,451,451,2839,43
1489,2025-02-06,497,1120,497,3448,26
1490,2025-01-30,497,345,345,5331,54
1491,2025-03-27,497,139,139,7746,4
1492,2025-03-26,498,847,847,3266,65
1493,2025-03-24,498,275,275,4508,61
1494,2025-04-27,498,1047,1047,3622,42
1495,2025-10-22,499,408,408,3704,29
1496,2025-04-14,499,1171,1171,8539,28
1497,2025-08-20,499,927,499,11398,66
1498,2025-07-22,500,808,808,4047,59
1499,2025-10-12,500,1043,500,3358,25
1500,2025-12-21,500,371,500,3358,7
1501,2025-08-28,501,349,349,5781,35
1502,2025-07-21,501,757,757,9030,14
1503,2025-06-23,501,455,455,7543,49
1504,2025-08-11,502,652,502,6162,31
1505,2025-04-11,502,232,502,6162,54
1506,2025-12-13,502,1083,1083,1166,37
1507,2025-11-05,503,1101,1101,6421,8
1508,2025-06-17,503,387,387,7606,5
1509,2025-10-19,503,436,436,7690,35
1510,2025-11-21,504,324,324,9196,57
1511,2025-09-26,504,1052,504,3343,26
1512,2025-07-19,504,374,504,3343,24
1513,2025-11-16,505,594,594,2896,18
1514,2025-02-27,505,671,671,2846,30
1515,2025-09-08,505,745,505,2034,68
1516,2025-05-16,506,1003,506,4459,6
1517,2025-04-02,506,1171,1171,8539,38
1518,2025-11-03,506,277,506,4459,56
1519,2025-09-28,507,769,769,2785,20
1520,2025-09-16,507,1035,507,9009,31
1521,2025-07-29,507,728,728,3754,36
1522,2025-09-16,508,1030,1030,4311,23
1523,2025-05-25,508,470,470,10831,51
1524,2025-10-03,508,754,754,257,68
1525,2025-09-02,509,331,331,5008,44
1526,2025-12-06,509,511,511,1503,65
1527,2025-04-23,509,196,196,40,30
1528,2025-03-25,510,703,510,9398,25
1529,2025-05-02,510,787,510,9398,58
1530,2025-04-05,510,604,604,8597,5
1531,2025-07-07,511,257,257,7497,36
1532,2025-02-11,511,92,511,1503,2
1533,2025-07-18,511,1200,1200,10188,41
1534,2025-04-17,512,232,232,3686,5
1535,2025-10-23,512,185,512,5186,55
1536,2025-06-28,512,838,838,3063,15
1537,2025-02-23,513,134,513,11461,62
1538,2025-09-02,513,991,513,11461,27
1539,2025-01-13,513,186,186,8680,4
1540,2025-01-30,514,864,864,852,48
1541,2025-05-15,514,391,391,8927,21
1542,2025-07-15,514,358,358,10014,28
1543,2025-04-02,515,279,279,2298,51
1544,2025-04-07,515,37,515,7269,45
1545,2025-11-14,515,230,515,7269,3
1546,2025-09-10,516,69,516,5279,6
1547,2025-10-04,516,1026,1026,7888,21
1548,2025-09-13,516,1204,1204,512,51
1549,2025-09-14,517,1132,1132,7383,28
1550,2025-05-30,517,704,704,4606,39
1551,2025-05-11,517,660,660,3524,17
1552,2025-12-09,518,86,86,2367,9
1553,2025-05-28,518,1137,518,5188,18
1554,2025-11-17,518,974,974,11324,11
1555,2025-07-05,519,119,119,5836,41
1556,2025-03-24,519,235,235,10573,40
1557,2025-05-14,519,790,790,9303,15
1558,2025-01-12,520,16,520,2552,63
1559,2025-07-04,520,1074,1074,11051,22
1560,2025-09-16,520,846,846,9442,42
1561,2025-04-25,521,91,521,7653,49
1562,2025-08-04,521,227,521,7653,33
1563,2025-09-10,521,70,521,7653,49
1564,2025-11-04,522,732,522,1998,36
1565,2025-08-03,522,46,46,1053,10
1566,2025-01-06,522,89,522,1998,31
1567,2025-09-04,523,155,155,6747,35
1568,2025-02-13,523,448,523,8017,29
1569,2025-08-03,523,612,523,8017,62
1570,2025-09-06,524,993,524,4073,66
1571,2025-07-01,524,264,264,2859,22
1572,2025-04-26,524,979,979,8533,49
1573,2025-11-12,525,169,169,2171,66
1574,2025-02-07,525,425,525,7938,9
1575,2025-06-03,525,1184,525,7938,64
1576,2025-05-27,526,72,72,11024,37
1577,2025-05-14,526,1214,1214,2536,31
1578,2025-09-05,526,241,241,10227,19
1579,2025-08-20,527,462,462,1639,4
1580,2025-10-31,527,445,527,10829,27
1581,2025-12-25,527,1017,527,10829,40
1582,2025-01-25,528,517,528,5540,23
1583,2025-06-17,528,849,528,5540,42
1584,2025-08-29,528,1142,528,5540,59
1585,2025-10-04,529,1018,1018,11710,21
1586,2025-04-23,529,203,203,2707,37
1587,2025-08-28,529,1190,1190,3679,41
1588,2025-06-11,530,805,530,10568,19
1589,2025-12-25,530,70,530,10568,23
1590,2025-05-08,530,417,530,10568,37
1591,2025-03-19,531,15,531,4885,13
1592,2025-03-26,531,141,141,6190,41
1593,2025-04-09,531,147,147,9836,17
1594,2025-02-02,532,57,532,6706,44
1595,2025-02-10,532,936,532,6706,6
1596,2025-12-08,532,663,532,6706,22
1597,2025-01-07,533,323,323,4519,16
1598,2025-10-02,533,725,725,8653,46
1599,2025-07-16,533,1156,1156,6765,27
1600,2025-08-27,534,644,644,1657,55
1601,2025-07-22,534,144,144,104,21
1602,2025-06-19,534,1006,1006,9867,63
1603,2025-08-09,535,320,320,11094,40
1604,2025-05-26,535,517,535,10801,64
1605,2025-01-24,535,800,535,10801,18
1606,2025-07-23,536,397,397,2847,33
1607,2025-09-15,536,665,665,1418,37
1608,2025-10-21,536,1125,1125,3542,67
1609,2025-05-26,537,265,265,4372,38
1610,2025-03-01,537,78,537,11552,7
1611,2025-02-27,537,977,977,5303,35
1612,2025-12-25,538,899,538,11674,16
1613,2025-02-12,538,808,808,4047,62
1614,2025-02-20,538,1050,1050,2039,37
1615,2025-10-01,539,941,539,8123,13
1616,2025-05-21,539,626,626,5489,3
1617,2025-11-06,539,324,324,9196,57
1618,2025-04-13,540,667,667,6186,51
1619,2025-12-06,540,1111,1111,9033,9
1620,2025-11-28,540,1109,1109,497,10
1621,2025-03-28,541,1111,1111,9033,30
1622,2025-06-20,541,774,774,7473,22
1623,2025-01-25,541,337,541,3254,61
1624,2025-04-13,542,646,646,5917,10
1625,2025-04-06,542,910,542,3818,67
1626,2025-08-08,542,152,542,3818,14
1627,2025-08-26,543,1000,1000,10921,27
1628,2025-09-15,543,721,721,10228,30
1629,2025-10-24,543,981,543,1743,57
1630,2025-05-06,544,989,544,711,38
1631,2025-03-23,544,313,313,2352,11
1632,2025-07-12,544,1107,1107,9202,20
1633,2025-03-26,545,1009,545,3044,59
1634,2025-01-15,545,1012,545,3044,19
1635,2025-09-02,545,1115,545,3044,11
1636,2025-03-20,546,253,546,4411,36
1637,2025-12-18,546,1029,546,4411,45
1638,2025-06-18,546,204,546,4411,47
1639,2025-07-09,547,65,547,7149,2
1640,2025-05-13,547,99,99,9531,28
1641,2025-06-20,547,109,109,8235,35
1642,2025-02-21,548,109,109,8235,36
1643,2025-12-24,548,1090,548,1268,3
1644,2025-04-24,548,24,24,7731,9
1645,2025-08-11,549,100,549,9812,46
1646,2025-05-05,549,58,549,9812,14
1647,2025-04-06,549,873,549,9812,44
1648,2025-07-21,550,145,550,8916,5
1649,2025-09-14,550,381,550,8916,5
1650,2025-02-25,550,1148,550,8916,56
1651,2025-10-11,551,514,551,3588,42
1652,2025-02-13,551,823,551,3588,60
1653,2025-10-10,551,254,254,11294,62
1654,2025-08-05,552,84,552,951,14
1655,2025-02-24,552,566,552,951,66
1656,2025-03-31,552,818,552,951,9
1657,2025-08-09,553,432,432,7395,10
1658,2025-01-03,553,550,550,8916,53
1659,2025-09-04,553,661,553,9885,18
1660,2025-01-12,554,503,554,7093,56
1661,2025-08-01,554,4,4,8215,10
1662,2025-11-02,554,1036,554,7093,49
1663,2025-03-27,555,869,869,11033,60
1664,2025-05-06,555,1074,1074,11051,21
1665,2025-10-20,555,1154,1154,619,31
1666,2025-01-04,556,862,862,6188,21
1667,2025-05-13,556,898,556,10221,13
1668,2025-03-08,556,287,556,10221,33
1669,2025-05-19,557,416,416,2012,23
1670,2025-06-15,557,964,964,9404,22
1671,2025-11-19,557,1093,557,11612,35
1672,2025-09-30,558,75,558,7925,12
1673,2025-06-10,558,1213,1213,9171,11
1674,2025-11-07,558,768,768,11724,65
1675,2025-09-10,559,458,458,6621,23
1676,2025-11-18,559,1002,559,2911,61
1677,2025-03-15,559,700,559,2911,31
1678,2025-09-30,560,225,225,4296,64
1679,2025-04-19,560,688,688,1710,18
1680,2025-09-23,560,9,9,1900,13
1681,2025-05-17,561,391,391,8927,27
1682,2025-03-03,561,1166,1166,6775,9
1683,2025-05-16,561,1142,1142,4702,52
1684,2025-09-17,562,677,677,1309,51
1685,2025-09-30,562,768,768,11724,51
1686,2025-11-15,562,852,562,7260,37
1687,2025-01-04,563,722,563,1278,47
1688,2025-12-25,563,593,593,11784,34
1689,2025-11-23,563,1142,563,1278,24
1690,2025-12-27,564,856,564,10773,11
1691,2025-10-27,564,1069,1069,4303,32
1692,2025-09-13,564,1135,564,10773,33
1693,2025-05-04,565,493,565,5047,28
1694,2025-09-11,565,25,565,5047,44
1695,2025-06-18,565,168,565,5047,12
1696,2025-12-13,566,1045,566,10246,40
1697,2025-02-06,566,1090,566,10246,24
1698,2025-09-20,566,876,566,10246,55
1699,2025-02-20,567,368,567,2386,40
1700,2025-09-06,567,269,567,2386,68
1701,2025-12-27,567,944,944,8655,58
1702,2025-11-27,568,714,568,9772,48
1703,2025-12-04,568,123,568,9772,15
1704,2025-09-05,568,703,568,9772,40
1705,2025-01-22,569,867,867,673,58
1706,2025-06-21,569,350,569,11497,46
1707,2025-02-05,569,479,479,10466,34
1708,2025-11-01,570,439,570,5574,17
1709,2025-08-29,570,986,570,5574,38
1710,2025-06-04,570,46,570,5574,27
1711,2025-12-18,571,405,571,2645,29
1712,2025-07-26,571,1017,571,2645,60
1713,2025-09-01,571,109,109,8235,50
1714,2025-01-01,572,41,572,58,53
1715,2025-08-05,572,149,572,58,22
1716,2025-02-15,572,170,572,58,11
1717,2025-08-26,573,408,573,1518,31
1718,2025-03-06,573,574,574,9449,25
1719,2025-07-15,573,36,573,1518,22
1720,2025-06-06,574,534,574,9449,28
1721,2025-03-11,574,1133,574,9449,16
1722,2025-02-19,574,275,275,4508,12
1723,2025-12-29,575,678,575,1179,41
1724,2025-11-30,575,16,575,1179,66
1725,2025-02-15,575,459,459,581,38
1726,2025-03-21,576,546,546,4411,66
1727,2025-07-11,576,861,861,2569,6
1728,2025-03-25,576,222,576,8779,1
1729,2025-10-12,577,962,962,8481,47
1730,2025-10-18,577,808,577,256,45
1731,2025-09-03,577,302,577,256,32
1732,2025-05-03,578,433,578,1749,3
1733,2025-06-30,578,534,578,1749,21
1734,2025-02-26,578,213,578,1749,46
1735,2025-05-09,579,985,579,2460,63
1736,2025-04-01,579,459,459,581,25
1737,2025-02-24,579,753,579,2460,26
1738,2025-01-23,580,99,580,3617,7
1739,2025-01-03,580,561,580,3617,23
1740,2025-06-30,580,695,580,3617,20
1741,2025-04-27,581,756,581,6542,6
1742,2025-04-24,581,764,764,3339,11
1743,2025-05-28,581,736,581,6542,6
1744,2025-10-20,582,1128,582,4892,6
1745,2025-07-06,582,898,582,4892,31
1746,2025-09-08,582,867,867,673,14
1747,2025-03-21,583,545,545,3044,8
1748,2025-01-19,583,1092,1092,4232,9
1749,2025-12-31,583,558,583,3880,23
1750,2025-11-27,584,797,584,5890,36
1751,2025-08-25,584,469,469,3289,66
1752,2025-08-03,584,372,584,5890,2
1753,2025-12-01,585,27,585,8648,43
1754,2025-02-18,585,554,585,8648,25
1755,2025-02-23,585,119,585,8648,19
1756,2025-07-25,586,1180,586,1799,46
1757,2025-02-20,586,506,586,1799,47
1758,2025-10-17,586,322,586,1799,19
1759,2025-05-08,587,38,587,10769,32
1760,2025-10-09,587,1204,1204,512,36
1761,2025-02-18,587,834,834,847,28
1762,2025-02-17,588,223,223,10024,63
1763,2025-01-09,588,978,588,3220,5
1764,2025-07-31,588,1183,588,3220,16
1765,2025-09-18,589,426,589,73,26
1766,2025-12-02,589,563,563,1278,46
1767,2025-07-10,589,338,589,73,37
1768,2025-07-01,590,534,590,4914,21
1769,2025-08-21,590,1118,590,4914,60
1770,2025-12-23,590,922,590,4914,68
1771,2025-08-27,591,268,591,9860,28
1772,2025-04-10,591,944,591,9860,22
1773,2025-07-04,591,15,591,9860,65
1774,2025-12-20,592,919,592,3718,32
1775,2025-11-02,592,430,592,3718,53
1776,2025-11-22,592,1005,592,3718,59
1777,2025-11-24,593,1068,593,11784,25
1778,2025-01-20,593,388,593,11784,27
1779,2025-01-19,593,414,593,11784,41
1780,2025-03-18,594,423,594,2896,47
1781,2025-06-26,594,923,594,2896,40
1782,2025-10-09,594,964,594,2896,24
1783,2025-03-11,595,1089,595,6155,13
1784,2025-10-14,595,421,595,6155,35
1785,2025-02-04,595,77,595,6155,16
1786,2025-07-07,596,202,202,11568,46
1787,2025-12-09,596,545,596,4874,48
1788,2025-07-31,596,364,596,4874,22
1789,2025-09-02,597,912,597,2163,59
1790,2025-07-18,597,248,597,2163,24
1791,2025-10-05,597,1185,597,2163,13
1792,2025-03-02,598,169,598,668,13
1793,2025-07-04,598,334,598,668,52
1794,2025-01-10,598,1071,598,668,18
1795,2025-08-22,599,699,599,8882,54
1796,2025-08-10,599,959,599,8882,31
1797,2025-02-26,599,261,599,8882,44
1798,2025-04-24,600,1050,600,5532,64
1799,2025-11-13,600,457,600,5532,47
1800,2025-04-27,600,669,600,5532,9
1801,2025-05-28,601,1082,601,10261,48
1802,2025-04-06,601,566,566,10246,34
1803,2025-04-05,601,415,601,10261,36
1804,2025-04-03,602,700,602,7286,38
1805,2025-11-06,602,325,602,7286,56
1806,2025-12-01,602,172,602,7286,47
1807,2025-01-01,603,1185,603,10148,68
1808,2025-05-19,603,937,603,10148,45
1809,2025-03-29,603,834,603,10148,25
1810,2025-05-09,604,297,604,8597,6
1811,2025-07-18,604,440,604,8597,4
1812,2025-10-09,604,643,604,8597,8
1813,2025-04-11,605,775,605,11251,58
1814,2025-09-18,605,737,605,11251,4
1815,2025-02-23,605,197,605,11251,30
1816,2025-07-08,606,1129,606,8562,37
1817,2025-09-10,606,84,606,8562,45
1818,2025-05-09,606,63,606,8562,30
1819,2025-10-25,607,1009,607,1321,68
1820,2025-05-27,607,889,607,1321,43
1821,2025-04-25,607,55,607,1321,32
1822,2025-06-29,608,1030,1030,4311,15
1823,2025-12-11,608,1129,1129,8328,4
1824,2025-07-04,608,341,341,3974,33
1825,2025-11-08,609,1139,1139,8135,7
1826,2025-05-19,609,45,609,11014,57
1827,2025-02-19,609,891,891,10316,22
1828,2025-12-24,610,661,610,6882,58
1829,2025-03-23,610,303,610,6882,35
1830,2025-11-26,610,739,610,6882,63
1831,2025-06-08,611,154,154,6187,57
1832,2025-04-18,611,48,48,1804,26
1833,2025-06-24,611,1167,1167,11652,25
1834,2025-08-29,612,1032,1032,8767,68
1835,2025-08-11,612,817,817,3225,52
1836,2025-09-22,612,223,223,10024,2
1837,2025-07-05,613,166,613,4474,22
1838,2025-03-30,613,943,943,10806,67
1839,2025-03-18,613,698,613,4474,2
1840,2025-07-03,614,707,614,11241,55
1841,2025-08-04,614,166,166,2805,63
1842,2025-04-25,614,893,893,6620,40
1843,2025-11-07,615,611,615,11216,60
1844,2025-01-24,615,188,188,11812,51
1845,2025-10-21,615,744,744,7060,32
1846,2025-11-29,616,1190,1190,3679,36
1847,2025-09-12,616,389,616,4010,40
1848,2025-02-04,616,933,616,4010,61
1849,2025-07-19,617,693,617,6542,49
1850,2025-09-13,617,508,617,6542,65
1851,2025-07-25,617,807,617,6542,7
1852,2025-06-13,618,304,304,5527,63
1853,2025-08-22,618,1184,1184,2878,38
1854,2025-06-22,618,1204,1204,512,60
1855,2025-11-05,619,949,619,5031,68
1856,2025-01-02,619,540,619,5031,56
1857,2025-01-02,619,185,619,5031,51
1858,2025-01-06,620,20,20,5340,62
1859,2025-09-11,620,467,467,7961,47
1860,2025-05-22,620,279,279,2298,33
1861,2025-12-22,621,247,247,11854,62
1862,2025-11-17,621,391,391,8927,30
1863,2025-10-24,621,670,621,4070,20
1864,2025-06-28,622,1174,1174,5415,62
1865,2025-03-30,622,288,622,7104,47
1866,2025-08-03,622,1031,622,7104,21
1867,2025-11-06,623,1186,1186,3953,55
1868,2025-03-30,623,1101,1101,6421,41
1869,2025-12-27,623,1210,1210,4048,8
1870,2025-11-13,624,20,20,5340,4
1871,2025-01-29,624,109,109,8235,15
1872,2025-01-17,624,598,598,668,51
1873,2025-05-07,625,966,966,1273,12
1874,2025-05-17,625,352,352,5305,20
1875,2025-08-21,625,386,386,3893,9
1876,2025-12-04,626,852,626,5489,60
1877,2025-05-13,626,1198,1198,2994,63
1878,2025-12-19,626,393,626,5489,33
1879,2025-08-29,627,813,813,493,67
1880,2025-08-21,627,722,627,7668,5
1881,2025-12-13,627,1207,1207,9864,62
1882,2025-07-03,628,1118,628,8862,22
1883,2025-07-26,628,912,628,8862,36
1884,2025-11-21,628,784,628,8862,16
1885,2025-07-06,629,597,597,2163,59
1886,2025-05-24,629,640,640,5370,5
1887,2025-09-06,629,992,992,8133,1
1888,2025-03-31,630,1132,630,9311,25
1889,2025-09-30,630,753,630,9311,12
1890,2025-01-21,630,492,630,9311,9
1891,2025-08-05,631,807,807,9511,15
1892,2025-01-20,631,85,85,1974,4
1893,2025-09-19,631,1195,1195,4077,28
1894,2025-06-07,632,1213,1213,9171,37
1895,2025-09-20,632,1137,632,6891,6
1896,2025-04-01,632,620,632,6891,64
1897,2025-11-26,633,1072,1072,6810,35
1898,2025-10-13,633,729,729,5505,53
1899,2025-12-29,633,764,764,3339,63
1900,2025-06-19,634,12,12,1969,65
1901,2025-12-14,634,732,634,945,56
1902,2025-01-02,634,1192,1192,3322,17
1903,2025-07-27,635,744,635,7349,63
1904,2025-03-11,635,1203,1203,1649,27
1905,2025-04-28,635,1160,635,7349,66
1906,2025-03-04,636,849,849,7121,62
1907,2025-04-03,636,1071,1071,10737,57
1908,2025-10-25,636,641,641,9249,38
1909,2025-02-24,637,8,8,378,48
1910,2025-05-24,637,249,637,11810,57
1911,2025-08-12,637,151,637,11810,42
1912,2025-02-23,638,942,942,1995,22
1913,2025-12-28,638,962,962,8481,61
1914,2025-11-05,638,715,715,10562,17
1915,2025-04-27,639,736,736,2020,36
1916,2025-06-10,639,675,675,1806,41
1917,2025-07-13,639,412,412,1393,3
1918,2025-05-13,640,957,957,11386,32
1919,2025-11-24,640,432,640,5370,6
1920,2025-12-03,640,709,709,2560,44
1921,2025-09-28,641,462,462,1639,13
1922,2025-02-23,641,1065,1065,6244,31
1923,2025-09-21,641,947,947,1243,4
1924,2025-08-05,642,646,646,5917,49
1925,2025-10-08,642,39,39,10732,61
1926,2025-06-20,642,108,108,8548,45
1927,2025-01-31,643,94,94,7488,42
1928,2025-12-02,643,1036,1036,1832,43
1929,2025-05-05,643,1143,643,1155,10
1930,2025-10-20,644,843,644,1657,36
1931,2025-11-02,644,987,644,1657,20
1932,2025-11-01,644,1185,1185,7382,1
1933,2025-05-16,645,411,645,3311,3
1934,2025-08-01,645,878,878,9961,49
1935,2025-11-11,645,341,645,3311,63
1936,2025-05-18,646,446,646,5917,57
1937,2025-03-17,646,449,646,5917,59
1938,2025-04-08,646,1176,1176,10953,65
1939,2025-10-10,647,665,665,1418,24
1940,2025-08-21,647,485,485,6586,51
1941,2025-01-15,647,66,66,1544,27
1942,2025-10-21,648,184,648,3068,12
1943,2025-05-24,648,580,580,3617,3
1944,2025-10-19,648,656,648,3068,43
1945,2025-10-26,649,829,649,9403,62
1946,2025-08-27,649,209,649,9403,28
1947,2025-10-19,649,608,649,9403,66
1948,2025-12-24,650,895,895,9890,59
1949,2025-08-13,650,608,608,9463,56
1950,2025-01-26,650,957,957,11386,37
1951,2025-07-21,651,389,389,512,63
1952,2025-03-01,651,728,728,3754,7
1953,2025-06-09,651,164,164,4115,59
1954,2025-02-09,652,591,591,9860,66
1955,2025-02-17,652,749,652,2136,7
1956,2025-02-20,652,353,353,8119,23
1957,2025-10-06,653,907,653,9831,66
1958,2025-12-25,653,44,653,9831,28
1959,2025-09-27,653,649,649,9403,35
1960,2025-09-19,654,557,654,1980,44
1961,2025-12-22,654,753,654,1980,13
1962,2025-05-04,654,1049,1049,2938,27
1963,2025-08-18,655,98,98,1169,47
1964,2025-04-29,655,1144,1144,3545,61
1965,2025-11-19,655,1127,1127,4681,17
1966,2025-05-11,656,626,626,5489,9
1967,2025-10-08,656,933,933,6214,62
1968,2025-06-27,656,1160,1160,7921,42
1969,2025-03-29,657,395,657,2764,28
1970,2025-07-23,657,884,657,2764,31
1971,2025-05-16,657,101,657,2764,58
1972,2025-04-30,658,267,267,7284,45
1973,2025-12-28,658,128,128,9726,32
1974,2025-01-31,658,702,702,402,38
1975,2025-12-28,659,577,577,256,12
1976,2025-09-02,659,624,624,6768,51
1977,2025-07-05,659,1043,1043,4085,55
1978,2025-01-12,660,1129,1129,8328,39
1979,2025-11-22,660,592,592,3718,33
1980,2025-08-29,660,399,660,3524,6
1981,2025-04-24,661,460,460,4985,14
1982,2025-12-05,661,900,900,9197,58
1983,2025-09-16,661,845,845,5192,41
1984,2025-10-03,662,17,662,3976,25
1985,2025-03-08,662,523,523,8017,36
1986,2025-06-27,662,721,662,3976,18
1987,2025-05-06,663,941,941,4849,25
1988,2025-11-22,663,1074,1074,11051,25
1989,2025-08-11,663,1003,1003,455,53
1990,2025-06-30,664,1185,1185,7382,54
1991,2025-03-13,664,230,664,4720,10
1992,2025-04-16,664,123,664,4720,40
1993,2025-01-10,665,28,665,1418,24
1994,2025-04-11,665,518,518,5188,22
1995,2025-08-28,665,920,665,1418,54
1996,2025-08-03,666,1180,666,8218,8
1997,2025-10-18,666,1157,1157,6497,63
1998,2025-01-09,666,309,309,11296,3
1999,2025-08-31,667,9,9,1900,27
2000,2025-12-11,667,1197,667,6186,26
2001,2025-11-15,667,954,954,7685,46
2002,2025-04-21,668,819,668,57,65
2003,2025-07-27,668,725,668,57,49
2004,2025-11-23,668,476,476,6537,13
2005,2025-01-25,669,295,295,613,66
2006,2025-05-25,669,482,482,1571,16
2007,2025-04-05,669,925,669,1023,11
2008,2025-06-30,670,229,670,2554,33
2009,2025-03-20,670,342,342,9208,46
2010,2025-03-03,670,650,670,2554,38
2011,2025-03-15,671,224,671,2846,17
2012,2025-03-23,671,148,671,2846,68
2013,2025-11-06,671,817,671,2846,38
2014,2025-11-13,672,615,615,11216,57
2015,2025-08-19,672,1050,1050,2039,30
